campaign_type,roi
Social Media,3.84
Search,6.41
Search,6.15
Email,7.65
Display,5.15
Influencer,7.67
Search,3.10
Display,6.41
Email,5.06
Social Media,3.62
Search,7.57
Social Media,4.91
Search,6.55
Social Media,6.83
Display,4.57
Social Media,4.90
Display,7.23
Search,6.49
Influencer,6.69
Email,4.62
Social Media,3.50
Search,5.70
Email,2.42
Social Media,6.03
Influencer,5.92
Email,4.92
Social Media,5.51
Influencer,6.71
Email,5.81
Social Media,2.42
Social Media,2.61
Search,4.74
Influencer,2.81
Social Media,5.38
Display,6.39
Email,4.23
Display,2.17
Display,4.60
Social Media,7.94
Email,2.02
Social Media,6.64
Influencer,4.58
Search,6.43
Display,5.05
Search,2.53
Display,3.14
Display,3.33
Influencer,7.14
Display,4.33
Email,4.61
Search,2.99
Search,2.05
Influencer,6.55
Display,6.19
Social Media,2.99
Search,5.43
Display,5.24
Display,5.86
Influencer,6.72
Influencer,3.59
Display,6.88
Search,3.52
Influencer,6.10
Search,2.68
Display,2.20
Search,3.74
Display,7.12
Social Media,2.85
Social Media,7.81
Influencer,7.35
Influencer,6.83
Influencer,3.45
Email,3.57
Display,6.41
Influencer,6.45
Social Media,7.62
Influencer,5.06
Influencer,6.09
Display,5.27
Social Media,4.76
Email,7.90
Email,5.73
Email,6.42
Display,7.29
Search,6.22
Social Media,3.05
Influencer,3.62
Search,5.07
Social Media,3.23
Email,6.24
Search,5.75
Influencer,4.18
Social Media,5.73
Social Media,2.78
Email,3.77
Email,7.49
Search,2.53
Social Media,7.73
Social Media,7.21
Search,7.64
Display,6.56
Influencer,5.10
Email,4.92
Email,2.88
Email,6.90
Search,2.67
Social Media,4.25
Display,5.85
Social Media,2.72
Email,3.72
Email,5.22
Display,2.76
Display,7.22
Email,4.73
Search,4.16
Search,2.60
Social Media,7.54
Display,6.21
Display,4.17
Social Media,4.62
Display,6.72
Email,4.59
Search,5.57
Display,4.46
Social Media,3.50
Influencer,6.39
Search,4.56
Display,2.88
Email,4.53
Search,5.16
Email,7.63
Influencer,5.17
Influencer,5.44
Display,6.44
Search,4.44
Search,4.38
Display,4.52
Email,3.96
Search,2.18
Search,3.46
Search,7.65
Search,4.87
Email,4.93
Display,4.66
Influencer,4.78
Display,6.45
Email,6.74
Search,4.42
Social Media,2.79
Influencer,3.20
Email,5.14
Influencer,2.07
Display,4.11
Influencer,6.82
Email,6.52
Social Media,6.26
Influencer,6.62
Display,7.47
Social Media,2.57
Search,3.77
Social Media,6.97
Search,7.01
Display,3.71
Email,5.69
Influencer,7.47
Email,5.76
Email,5.12
Social Media,3.72
Social Media,5.39
Email,2.86
Email,4.60
Social Media,4.16
Influencer,7.10
Social Media,2.10
Display,2.87
Email,2.34
Search,7.77
Influencer,6.90
Display,7.31
Social Media,5.02
Social Media,2.96
Display,4.99
Search,4.21
Email,6.62
Display,6.75
Influencer,4.83
Social Media,3.62
Display,5.94
Influencer,4.94
Search,3.70
Search,2.34
Social Media,7.14
Search,4.50
Influencer,5.60
Email,5.49
Email,4.35
Search,5.43
Social Media,4.55
Display,7.24
Display,4.09
Influencer,6.98
Social Media,5.05
Social Media,5.11
Influencer,6.74
Email,6.53
Influencer,5.25
Influencer,5.52
Search,7.39
Influencer,4.19
Display,6.96
Influencer,7.95
Email,2.49
Social Media,2.09
Social Media,4.18
Social Media,2.53
Influencer,5.28
Social Media,5.87
Search,4.56
Influencer,7.41
Email,2.29
Social Media,2.75
Search,7.67
Search,5.05
Social Media,2.74
Search,7.58
Influencer,5.83
Search,6.45
Influencer,7.20
Display,4.85
Search,4.63
Display,6.82
Search,7.21
Social Media,3.74
Email,4.99
Influencer,6.37
Display,4.44
Social Media,7.56
Email,2.69
Social Media,7.64
Influencer,3.89
Search,7.98
Search,3.97
Influencer,2.84
Search,2.17
Search,7.15
Social Media,6.87
Influencer,2.21
Social Media,2.40
Social Media,5.29
Email,3.51
Influencer,4.02
Search,2.96
Search,3.03
Email,6.26
Social Media,3.03
Social Media,3.03
Email,3.16
Influencer,4.58
Search,7.57
Social Media,3.86
Email,4.73
Search,7.43
Social Media,2.83
Display,7.72
Influencer,6.74
Search,4.12
Email,2.95
Influencer,2.63
Display,4.85
Email,4.68
Display,7.50
Search,3.22
Influencer,4.34
Influencer,5.87
Email,5.48
Search,3.13
Display,3.63
Display,7.58
Social Media,4.57
Email,2.14
Social Media,7.76
Influencer,7.18
Search,6.37
Search,3.09
Email,7.95
Display,2.55
Email,5.99
Social Media,4.30
Search,7.76
Email,6.64
Search,3.44
Display,4.37
Social Media,5.21
Display,4.72
Display,5.09
Display,7.91
Email,4.29
Search,3.53
Search,5.50
Social Media,5.32
Display,5.45
Display,6.26
Search,5.37
Social Media,5.73
Email,6.02
Search,4.31
Social Media,3.10
Social Media,3.21
Display,4.06
Search,6.91
Search,3.18
Search,6.27
Email,2.69
Display,6.52
Search,4.23
Search,3.75
Display,5.55
Social Media,4.61
Email,5.95
Email,7.11
Social Media,5.78
Social Media,2.77
Search,6.23
Email,6.79
Influencer,6.16
Display,3.15
Display,2.23
Influencer,2.91
Social Media,6.16
Influencer,6.35
Email,6.31
Influencer,5.70
Social Media,2.10
Email,6.91
Email,4.44
Email,2.20
Influencer,4.59
Display,3.64
Search,2.06
Email,5.84
Email,6.80
Display,3.62
Search,3.54
Search,7.74
Social Media,3.42
Display,2.66
Display,6.64
Social Media,3.22
Influencer,6.51
Email,3.68
Display,2.72
Social Media,7.36
Display,7.60
Social Media,6.45
Influencer,6.59
Search,6.11
Search,6.74
Social Media,4.16
Influencer,6.26
Email,5.81
Influencer,7.67
Email,3.26
Email,3.39
Influencer,4.95
Influencer,7.94
Email,7.72
Search,3.89
Search,5.07
Search,7.78
Display,3.50
Search,5.26
Social Media,5.73
Influencer,7.31
Social Media,6.91
Influencer,7.49
Influencer,5.39
Email,3.86
Social Media,7.91
Influencer,7.09
Display,7.00
Search,6.39
Display,6.38
Influencer,3.42
Display,2.34
Social Media,3.62
Email,6.03
Social Media,4.49
Search,4.44
Search,5.78
Display,7.36
Display,6.67
Email,7.47
Email,7.93
Search,7.86
Influencer,4.86
Email,5.75
Email,2.30
Influencer,7.95
Display,4.47
Email,3.38
Email,5.92
Display,4.15
Search,7.54
Social Media,3.80
Email,4.38
Social Media,5.51
Search,3.40
Social Media,7.97
Search,7.60
Influencer,5.65
Social Media,7.79
Influencer,6.35
Social Media,2.23
Influencer,6.25
Search,6.45
Email,2.81
Search,3.74
Email,4.54
Display,4.12
Influencer,7.96
Influencer,7.44
Display,4.78
Display,2.27
Display,5.60
Search,4.20
Social Media,7.39
Search,4.61
Influencer,6.97
Influencer,2.81
Influencer,5.81
Search,7.58
Search,5.77
Social Media,4.44
Email,5.54
Influencer,2.75
Search,6.02
Social Media,5.61
Influencer,7.93
Display,3.48
Influencer,5.38
Display,5.44
Social Media,7.05
Influencer,7.33
Display,6.95
Display,4.20
Search,4.17
Search,4.86
Display,5.31
Display,7.41
Social Media,2.65
Influencer,6.49
Influencer,5.19
Search,2.95
Email,4.95
Search,4.58
Display,7.95
Display,7.83
Influencer,7.38
Email,7.44
Social Media,6.26
Social Media,4.28
Influencer,7.92
Email,4.91
Display,4.00
Display,6.34
Email,4.21
Social Media,5.17
Search,7.43
Influencer,6.74
Social Media,7.23
Search,5.28
Social Media,3.15
Display,4.22
Social Media,3.46
Search,3.98
Email,2.51
Email,3.58
Influencer,4.44
Social Media,4.05
Search,5.95
Email,5.69
Social Media,2.26
Influencer,7.62
Influencer,3.86
Display,5.04
Influencer,6.87
Display,6.58
Display,4.35
Social Media,3.04
Influencer,7.50
Display,2.35
Display,3.80
Display,4.41
Email,3.96
Display,2.81
Display,7.59
Email,6.09
Search,6.62
Social Media,5.29
Social Media,5.87
Search,3.22
Display,2.14
Search,3.23
Display,2.33
Display,5.16
Email,6.69
Influencer,3.58
Social Media,3.19
Display,5.66
Email,4.00
Influencer,7.02
Display,3.80
Display,2.72
Social Media,5.75
Social Media,4.52
Search,4.66
Search,2.76
Search,7.95
Influencer,5.64
Display,4.94
Display,4.82
Search,3.36
Influencer,4.95
Email,3.01
Display,2.57
Social Media,7.29
Social Media,3.29
Influencer,2.68
Search,3.04
Influencer,2.25
Influencer,4.59
Search,6.63
Social Media,7.62
Display,6.53
Display,5.02
Influencer,3.88
Search,6.73
Display,2.24
Search,3.10
Email,2.30
Email,7.71
Influencer,7.91
Search,5.18
Display,4.07
Search,6.82
Influencer,4.61
Search,2.32
Influencer,5.95
Display,4.28
Email,3.83
Email,4.77
Display,5.15
Social Media,6.65
Display,6.31
Search,5.19
Search,3.38
Social Media,3.03
Email,2.47
Display,7.06
Social Media,5.80
Social Media,6.06
Display,3.55
Social Media,3.87
Search,6.80
Display,5.65
Social Media,4.41
Search,6.40
Influencer,6.31
Influencer,4.59
Search,2.06
Display,5.36
Search,2.02
Influencer,4.26
Influencer,7.61
Social Media,5.64
Influencer,7.09
Email,3.05
Influencer,2.27
Influencer,6.81
Influencer,3.66
Search,3.75
Email,6.46
Email,6.41
Email,5.44
Display,3.95
Email,5.60
Influencer,3.28
Display,7.38
Social Media,5.89
Display,5.82
Display,3.25
Influencer,2.41
Influencer,5.96
Display,4.90
Social Media,5.09
Search,7.10
Social Media,2.78
Social Media,2.38
Display,6.48
Display,6.47
Influencer,2.60
Display,5.98
Influencer,2.22
Email,7.11
Influencer,2.25
Search,5.24
Email,3.36
Display,7.36
Search,3.76
Social Media,3.98
Display,5.97
Search,6.46
Influencer,4.98
Email,3.37
Influencer,4.56
Influencer,6.97
Email,4.29
Social Media,6.22
Search,5.29
Email,3.43
Influencer,5.45
Search,5.13
Email,5.62
Email,5.88
Email,6.15
Social Media,2.18
Social Media,5.02
Search,6.78
Display,7.46
Social Media,7.21
Search,4.51
Social Media,5.59
Social Media,6.19
Display,2.18
Influencer,4.37
Influencer,6.07
Influencer,5.11
Influencer,3.77
Social Media,6.71
Display,6.62
Display,4.70
Email,5.04
Email,3.82
Influencer,5.90
Influencer,2.47
Social Media,4.02
Social Media,3.87
Search,5.26
Display,4.94
Search,5.90
Email,4.32
Search,2.58
Search,2.08
Social Media,2.20
Social Media,2.64
Influencer,3.97
Email,4.01
Social Media,5.34
Social Media,2.25
Display,4.61
Email,7.25
Search,7.32
Influencer,4.58
Display,7.60
Email,3.35
Influencer,3.86
Influencer,4.70
Social Media,5.31
Search,7.71
Search,7.43
Search,2.86
Influencer,4.34
Search,7.38
Influencer,2.63
Social Media,3.42
Display,3.67
Search,5.63
Social Media,3.71
Display,7.79
Social Media,4.23
Display,2.26
Email,6.46
Email,7.80
Email,7.05
Email,7.14
Email,3.91
Email,3.42
Email,6.77
Influencer,4.14
Influencer,3.10
Display,2.32
Social Media,3.77
Social Media,5.78
Search,3.72
Search,5.80
Social Media,5.57
Social Media,2.67
Email,3.41
Social Media,6.84
Display,3.54
Social Media,6.15
Search,2.02
Influencer,6.99
Email,5.33
Social Media,2.96
Display,6.70
Search,2.61
Email,4.54
Email,4.22
Social Media,3.30
Influencer,2.75
Display,7.41
Influencer,6.06
Search,7.94
Email,5.41
Influencer,2.59
Influencer,3.91
Email,7.65
Search,6.41
Email,2.27
Search,4.71
Display,2.83
Influencer,5.55
Email,3.76
Social Media,2.91
Display,2.99
Social Media,6.09
Display,4.94
Email,4.41
Influencer,6.05
Influencer,2.53
Influencer,3.93
Social Media,7.82
Influencer,6.96
Display,4.21
Social Media,4.51
Display,3.82
Social Media,5.98
Search,7.86
Social Media,2.24
Display,4.53
Email,5.66
Search,7.87
Influencer,3.81
Email,7.79
Search,5.15
Social Media,6.12
Email,7.86
Influencer,4.42
Display,6.49
Email,2.66
Email,3.90
Search,7.95
Search,4.19
Email,4.13
Search,3.06
Search,7.87
Influencer,4.01
Email,7.37
Social Media,7.43
Influencer,3.53
Display,3.85
Email,7.56
Social Media,6.92
Social Media,7.80
Display,7.80
Display,6.67
Email,2.75
Email,7.75
Influencer,5.76
Email,6.13
Search,3.88
Display,3.90
Social Media,6.68
Search,7.68
Social Media,5.86
Search,5.11
Display,4.29
Search,4.93
Display,7.01
Search,3.40
Email,7.86
Social Media,4.70
Email,7.17
Social Media,7.57
Social Media,2.32
Social Media,6.07
Email,7.68
Influencer,6.66
Search,4.02
Influencer,2.97
Social Media,7.59
Social Media,3.86
Search,4.78
Search,5.11
Email,6.31
Influencer,3.56
Influencer,7.79
Influencer,5.33
Influencer,4.64
Display,3.82
Influencer,6.92
Display,2.79
Display,7.01
Search,3.81
Influencer,4.47
Influencer,7.59
Influencer,4.96
Influencer,5.40
Social Media,2.73
Display,4.64
Display,6.58
Influencer,7.62
Influencer,5.14
Email,5.66
Search,7.50
Social Media,2.32
Social Media,5.04
Social Media,5.25
Influencer,7.58
Influencer,3.46
Influencer,6.74
Display,3.96
Display,4.96
Influencer,2.48
Search,2.45
Search,6.19
Email,6.89
Email,2.35
Email,3.41
Display,5.60
Display,7.39
Social Media,5.25
Display,4.72
Email,3.76
Email,2.93
Social Media,6.54
Search,5.74
Social Media,7.49
Influencer,5.82
Email,4.62
Email,6.62
Email,6.62
Influencer,4.54
Social Media,7.74
Influencer,3.48
Influencer,7.47
Display,7.10
Display,4.95
Email,7.47
Email,5.88
Email,5.06
Display,6.72
Search,4.00
Search,4.90
Display,5.64
Display,6.22
Influencer,6.75
Display,7.26
Influencer,4.02
Influencer,6.19
Email,6.15
Display,6.05
Email,2.66
Email,7.35
Display,7.54
Search,5.44
Social Media,4.33
Search,7.30
Social Media,3.58
Email,5.58
Search,4.89
Influencer,2.01
Email,2.78
Display,2.73
Display,3.91
Search,7.01
Search,5.57
Search,5.77
Display,5.39
Display,4.03
Influencer,7.90
Email,7.45
Search,4.66
Influencer,2.26
Influencer,4.00
Display,7.51
Display,6.87
Influencer,5.50
Display,5.54
Email,6.62
Influencer,7.86
Email,3.39
Display,4.55
Influencer,6.55
Influencer,2.27
Email,3.39
Search,3.50
Display,2.66
Influencer,5.01
Email,5.15
Search,4.56
Influencer,7.61
Email,5.76
Email,7.83
Social Media,2.69
Display,4.69
Influencer,5.05
Social Media,4.50
Search,6.16
Influencer,4.87
Influencer,2.84
Display,3.70
Influencer,6.44
Display,6.61
Influencer,3.90
Search,2.83
Influencer,2.30
Display,3.21
Email,7.48
Email,2.14
Search,6.86
Influencer,4.27
Display,3.53
Email,4.43
Display,4.38
Display,4.68
Display,3.59
Display,7.71
Search,6.14
Search,5.95
Social Media,6.98
Email,6.30
Influencer,2.93
Email,3.54
Display,5.92
Display,6.52
Influencer,4.79
Email,2.62
Display,7.85
Display,5.94
Display,3.71
Email,3.49
Email,2.84
Search,4.29
Influencer,3.11
Display,7.27
Influencer,7.88
Display,2.49
Influencer,3.61
Search,5.70
Influencer,2.91
Social Media,5.88
Influencer,4.72
Social Media,7.73
Display,3.24
Display,6.00
Influencer,2.54
Display,4.03
Influencer,4.36
Display,2.04
Influencer,3.86
Email,6.13
Influencer,7.14
Social Media,5.81
Social Media,4.71
Search,2.62
Search,5.11
Social Media,2.24
Influencer,2.99
Display,4.01
Display,3.74
Social Media,5.77
Display,5.72
Display,6.99
Social Media,5.23
Influencer,2.75
Social Media,4.17
Search,2.38
Email,3.97
Search,3.50
Email,7.38
Display,7.63
Influencer,2.62
Email,7.74
Social Media,5.71
Social Media,5.90
Search,4.13
Influencer,6.88
Search,2.16
Influencer,6.66
Email,3.96
Search,5.34
Search,2.56
Email,7.26
Influencer,3.75
Social Media,2.67
Social Media,7.54
Display,5.18
Email,4.41
Influencer,2.51
Search,7.30
Social Media,7.67
Search,4.47
Social Media,7.45
Social Media,2.83
Search,4.84
Search,7.87
Email,3.69
Influencer,6.94
Email,4.19
Display,6.78
Influencer,3.88
Display,7.43
Display,4.58
Email,6.97
Social Media,6.46
Display,4.80
Social Media,3.40
Social Media,3.78
Search,5.28
Social Media,2.01
Social Media,6.38
Email,4.61
Display,4.67
Social Media,5.39
Display,3.97
Search,2.04
Display,2.35
Email,4.19
Email,4.62
Search,5.94
Influencer,5.40
Email,2.68
Search,6.34
Social Media,6.82
Search,4.14
Influencer,6.58
Search,5.13
Display,7.37
Social Media,6.32
Search,7.21
Email,3.90
Influencer,6.93
Influencer,3.76
Social Media,6.47
Search,7.59
Search,4.33
Influencer,2.97
Influencer,7.48
Display,3.09
Email,4.91
Search,4.78
Social Media,5.33
Influencer,3.74
Influencer,6.54
Display,5.09
Email,7.13
Social Media,4.58
Social Media,5.06
Influencer,7.23
Social Media,3.35
Email,6.98
Email,6.20
Display,3.84
Influencer,4.98
Influencer,5.04
Search,2.87
Display,5.14
Social Media,6.33
Social Media,4.08
Influencer,5.57
Search,6.94
Display,4.40
Search,3.64
Email,2.45
Email,4.93
Search,3.89
Social Media,5.78
Influencer,7.92
Search,3.74
Email,7.54
Display,6.43
Display,7.71
Display,7.94
Search,5.85
Email,3.98
Social Media,4.15
Display,4.84
Display,5.49
Influencer,7.63
Influencer,4.85
Email,2.24
Display,7.36
Search,6.80
Social Media,3.09
Display,3.27
Influencer,4.55
Display,2.07
Social Media,5.18
Display,4.47
Search,7.19
Display,3.85
Display,4.13
Influencer,3.95
Social Media,4.42
Influencer,7.19
Influencer,4.66
Influencer,2.93
Influencer,4.92
Influencer,7.96
Search,4.39
Display,4.23
Email,7.34
Influencer,3.79
Influencer,5.62
Social Media,7.18
Influencer,5.73
Influencer,2.43
Search,5.42
Social Media,2.22
Display,2.82
Social Media,3.42
Search,3.26
Search,2.97
Display,7.80
Display,5.28
Influencer,5.71
Email,4.57
Display,5.65
Search,4.08
Search,4.03
Email,3.86
Social Media,7.20
Email,4.64
Social Media,7.67
Email,2.27
Influencer,4.80
Email,2.76
Display,7.80
Display,5.76
Email,5.34
Search,4.91
Influencer,3.01
Display,4.79
Email,4.43
Social Media,6.77
Email,5.35
Display,7.96
Display,6.62
Social Media,3.78
Display,7.57
Social Media,3.51
Search,3.77
Search,2.03
Email,4.67
Search,5.21
Email,2.86
Email,3.12
Social Media,5.23
Display,4.56
Influencer,6.23
Email,3.69
Email,7.70
Display,6.54
Social Media,2.14
Email,5.18
Search,6.71
Display,5.39
Email,7.87
Search,3.79
Influencer,5.37
Influencer,3.04
Email,6.38
Influencer,3.69
Email,5.38
Social Media,2.04
Social Media,5.62
Search,7.28
Display,6.89
Search,7.59
Display,3.46
Email,7.02
Influencer,4.38
Social Media,3.18
Email,5.69
Social Media,6.60
Search,6.24
Email,2.31
Email,3.51
Search,4.51
Search,7.32
Influencer,3.28
Social Media,4.51
Email,4.93
Email,4.69
Display,4.48
Influencer,5.96
Email,5.32
Social Media,7.13
Email,6.31
Social Media,6.53
Influencer,5.54
Display,2.35
Email,4.75
Influencer,3.27
Social Media,2.28
Display,5.55
Social Media,6.06
Influencer,3.88
Search,5.59
Display,3.60
Email,6.65
Email,3.39
Influencer,4.66
Social Media,4.81
Social Media,2.92
Email,7.45
Email,2.44
Social Media,7.92
Social Media,5.04
Influencer,6.06
Search,2.19
Search,6.22
Influencer,5.78
Display,6.48
Display,5.38
Influencer,4.44
Influencer,4.28
Search,6.24
Display,4.09
Social Media,6.38
Social Media,6.01
Influencer,3.37
Influencer,2.34
Display,6.53
Social Media,5.31
Search,4.87
Influencer,5.91
Display,2.64
Social Media,4.57
Email,7.64
Email,3.95
Search,4.65
Display,4.71
Search,7.01
Social Media,6.91
Search,7.25
Display,7.84
Influencer,7.74
Search,3.01
Influencer,4.60
Display,2.39
Social Media,6.03
Email,6.13
Display,3.80
Display,7.65
Social Media,6.41
Email,8.00
Social Media,2.22
Display,2.69
Search,3.84
Social Media,6.39
Email,3.84
Display,4.34
Influencer,2.87
Display,3.26
Email,6.88
Display,4.41
Search,6.08
Influencer,4.60
Display,6.99
Display,6.18
Email,2.82
Search,6.64
Email,6.18
Email,4.31
Display,3.63
Search,7.28
Display,4.66
Email,3.94
Email,7.53
Search,3.90
Email,7.99
Social Media,5.08
Search,3.02
Social Media,3.71
Search,3.34
Influencer,5.57
Influencer,6.55
Email,4.10
Influencer,3.80
Search,6.62
Display,5.93
Social Media,6.63
Social Media,2.12
Email,5.88
Social Media,7.40
Search,2.12
Email,2.23
Display,2.10
Search,6.40
Email,3.69
Email,7.77
Social Media,2.09
Search,5.05
Search,6.52
Email,4.05
Search,3.38
Social Media,3.37
Search,4.76
Social Media,3.46
Email,4.21
Email,6.55
Display,4.79
Email,4.69
Email,4.95
Email,7.31
Influencer,6.24
Display,4.36
Search,5.19
Influencer,2.14
Display,4.88
Influencer,5.51
Email,5.75
Display,3.92
Email,2.05
Social Media,5.77
Influencer,5.32
Search,2.50
Social Media,6.29
Display,6.84
Influencer,7.34
Influencer,5.61
Email,3.88
Social Media,7.30
Display,6.75
Display,6.70
Email,4.86
Display,5.89
Email,6.07
Social Media,4.82
Influencer,5.60
Influencer,2.02
Email,4.32
Influencer,6.41
Influencer,5.11
Display,4.73
Email,6.05
Display,2.86
Search,4.67
Social Media,5.56
Search,5.24
Email,2.85
Email,6.05
Influencer,2.34
Influencer,6.12
Email,6.33
Search,7.27
Email,2.94
Influencer,2.56
Display,7.94
Social Media,5.00
Influencer,5.18
Email,7.40
Email,7.96
Display,2.34
Search,3.02
Display,5.06
Display,2.76
Influencer,7.64
Display,2.36
Influencer,3.16
Social Media,4.90
Social Media,4.32
Influencer,6.33
Social Media,7.67
Email,6.25
Email,2.24
Social Media,2.75
Influencer,7.09
Email,6.44
Display,5.53
Social Media,5.16
Email,6.96
Social Media,3.40
Display,2.90
Social Media,2.36
Influencer,6.28
Email,7.47
Display,6.94
Influencer,4.10
Display,7.71
Social Media,6.99
Display,2.96
Display,7.96
Search,2.08
Email,5.91
Influencer,4.29
Search,7.42
Social Media,6.45
Influencer,6.31
Social Media,4.23
Influencer,7.33
Search,2.81
Social Media,3.60
Influencer,6.62
Email,3.10
Email,7.19
Email,3.84
Influencer,4.46
Display,3.88
Email,2.37
Search,7.63
Email,5.81
Search,3.21
Social Media,5.40
Email,7.61
Email,3.87
Search,7.74
Display,3.45
Influencer,6.88
Search,7.17
Email,2.58
